source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
M1056,Pre-compromise,Mitigation,MITIGATES,T1584,Compromise Infrastructure,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1589.001,Credentials,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1590.002,DNS,Technique,This cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1583.002,DNS Server,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1584.002,DNS Server,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1596.001,DNS/Passive DNS,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1591.001,Determine Physical Locations,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1587,Develop Capabilities,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1596.003,Digital Certificates,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1587.003,Digital Certificates,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1588.004,Digital Certificates,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1590.001,Domain Properties,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1583.001,Domains,Technique,Organizations may intentionally register similar domains to their own to deter adversaries from creating typosquatting domains. Other facets of this technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1584.001,Domains,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1608.004,Drive-by Target,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1585.002,Email Accounts,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1586.002,Email Accounts,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1589.002,Email Addresses,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1589.003,Employee Names,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1585,Establish Accounts,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1587.004,Exploits,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1588.005,Exploits,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls.
M1056,Pre-compromise,Mitigation,MITIGATES,T1592.003,Firmware,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1592,Gather Victim Host Information,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1589,Gather Victim Identity Information,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1590,Gather Victim Network Information,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1591,Gather Victim Org Information,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
M1056,Pre-compromise,Mitigation,MITIGATES,T1592.001,Hardware,Technique,This technique cannot be easily mitigated with preventive controls since it is based on behaviors performed outside of the scope of enterprise defenses and controls. Efforts should focus on minimizing the amount and sensitivity of data available to external parties.
