ID,name,description,url,created,last modified,version,platforms,aliases,type,contributors
S0201,JPIN,[JPIN](https://attack.mitre.org/software/S0201) is a custom-built backdoor family used by [PLATINUM](https://attack.mitre.org/groups/G0068). Evidence suggests developers of [JPIN](https://attack.mitre.org/software/S0201) and [Dipsind](https://attack.mitre.org/software/S0200) code bases were related in some way. (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/software/S0201,18-Apr-18,11-Aug-20,1.1,Windows,,Malware,Ryan Becwar
S0163,Janicab,[Janicab](https://attack.mitre.org/software/S0163) is an OS X trojan that relied on a valid developer ID and oblivious users to install it. (Citation: Janicab),https://attack.mitre.org/software/S0163,14-Dec-17,19-Mar-20,1.1,macOS,,Malware,
S0528,Javali,"[Javali](https://attack.mitre.org/software/S0528) is a banking trojan that has targeted Portuguese and Spanish-speaking countries since 2017, primarily focusing on customers of financial institutions in Brazil and Mexico.(Citation: Securelist Brazilian Banking Malware July 2020)",https://attack.mitre.org/software/S0528,9-Nov-20,22-Dec-20,1,Windows,,Malware,
S0215,KARAE,[KARAE](https://attack.mitre.org/software/S0215) is a backdoor typically used by [APT37](https://attack.mitre.org/groups/G0067) as first-stage malware. (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0215,18-Apr-18,30-Mar-20,1.1,Windows,,Malware,
S0271,KEYMARBLE,[KEYMARBLE](https://attack.mitre.org/software/S0271) is a Trojan that has reportedly been used by the North Korean government. (Citation: US-CERT KEYMARBLE Aug 2018),https://attack.mitre.org/software/S0271,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0526,KGH_SPY,"[KGH_SPY](https://attack.mitre.org/software/S0526) is a modular suite of tools used by [Kimsuky](https://attack.mitre.org/groups/G0094) for reconnaissance, information stealing, and backdoor capabilities. [KGH_SPY](https://attack.mitre.org/software/S0526) derived its name from PDB paths and internal names found in samples containing ""KGH"".(Citation: Cybereason Kimsuky November 2020)",https://attack.mitre.org/software/S0526,6-Nov-20,22-Apr-21,1,Windows,KGH_SPY ,Malware,
S0156,KOMPROGO,"[KOMPROGO](https://attack.mitre.org/software/S0156) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050) that is capable of process, file, and registry management. (Citation: FireEye APT32 May 2017)",https://attack.mitre.org/software/S0156,14-Dec-17,30-Mar-20,1.1,Windows,,Malware,
S0356,KONNI,[KONNI](https://attack.mitre.org/software/S0356) is a Windows remote administration too that has been seen in use since 2014 and evolved in its capabilities through at least 2017. [KONNI](https://attack.mitre.org/software/S0356) has been linked to several campaigns involving North Korean themes.(Citation: Talos Konni May 2017) [KONNI](https://attack.mitre.org/software/S0356) has significant code overlap with the [NOKKI](https://attack.mitre.org/software/S0353) malware family. There is some evidence potentially linking [KONNI](https://attack.mitre.org/software/S0356) to [APT37](https://attack.mitre.org/groups/G0067).(Citation: Unit 42 NOKKI Sept 2018)(Citation: Unit 42 Nokki Oct 2018)(Citation: Medium KONNI Jan 2020),https://attack.mitre.org/software/S0356,31-Jan-19,3-Aug-20,1.4,Windows,,Malware,"Doron Karmi, @DoronKarmi"
S0088,Kasidet,[Kasidet](https://attack.mitre.org/software/S0088) is a backdoor that has been dropped by using malicious VBA macros. (Citation: Zscaler Kasidet),https://attack.mitre.org/software/S0088,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0265,Kazuar,"[Kazuar](https://attack.mitre.org/software/S0265) is a fully featured, multi-platform backdoor Trojan written using the Microsoft .NET framework. (Citation: Unit 42 Kazuar May 2017)",https://attack.mitre.org/software/S0265,17-Oct-18,2-Dec-20,1.3,"Windows, macOS",,Malware,
S0585,Kerrdown,[Kerrdown](https://attack.mitre.org/software/S0585) is a downloader used by [APT32](https://attack.mitre.org/groups/G0050) to install spyware from a server on the victim's network.(Citation: Amnesty Intl. Ocean Lotus February 2021),https://attack.mitre.org/software/S0585,2-Mar-21,2-Mar-21,1,Windows,,Malware,
S0487,Kessel,"[Kessel](https://attack.mitre.org/software/S0487) is an advanced version of OpenSSH which acts as a custom backdoor, mainly acting to steal credentials and function as a bot. [Kessel](https://attack.mitre.org/software/S0487) has been active since its C2 domain began resolving in August 2018.(Citation: ESET ForSSHe December 2018)",https://attack.mitre.org/software/S0487,16-Jul-20,10-Aug-20,1,Linux,,Malware,
S0387,KeyBoy,[KeyBoy](https://attack.mitre.org/software/S0387) is malware that has been used in targeted campaigns against members of the Tibetan Parliament in 2016.(Citation: CitizenLab KeyBoy Nov 2016)(Citation: PWC KeyBoys Feb 2017),https://attack.mitre.org/software/S0387,14-Jun-19,9-Feb-21,1.2,Windows,,Malware,Bart Parys
S0276,Keydnap,This piece of malware steals the content of the user's keychain while maintaining a permanent backdoor  (Citation: OSX Keydnap malware).,https://attack.mitre.org/software/S0276,17-Oct-18,30-Mar-20,1.1,macOS,OSX/Keydnap,Malware,
S0599,Kinsing,[Kinsing](https://attack.mitre.org/software/S0599) is Golang-based malware that runs a cryptocurrency miner and attempts to spread itself to other hosts in the victim environment. (Citation: Aqua Kinsing April 2020)(Citation: Sysdig Kinsing November 2020),https://attack.mitre.org/software/S0599,6-Apr-21,12-Apr-21,1,"Containers, Linux",,Malware,Center for Threat-Informed Defense (CTID)
S0437,Kivars,"[Kivars](https://attack.mitre.org/software/S0437) is a modular remote access tool (RAT), derived from the Bifrost RAT, that was used by [BlackTech](https://attack.mitre.org/groups/G0098) in a 2010 campaign.(Citation: TrendMicro BlackTech June 2017)",https://attack.mitre.org/software/S0437,6-May-20,3-Jun-20,1,Windows,,Malware,
S0250,Koadic,[Koadic](https://attack.mitre.org/software/S0250) is a Windows post-exploitation framework and penetration testing tool. [Koadic](https://attack.mitre.org/software/S0250) is publicly available on GitHub and the tool is executed via the command-line. [Koadic](https://attack.mitre.org/software/S0250) has several options for staging payloads and creating implants. [Koadic](https://attack.mitre.org/software/S0250) performs most of its operations using Windows Script Host. (Citation: Github Koadic) (Citation: Palo Alto Sofacy 06-2018),https://attack.mitre.org/software/S0250,17-Oct-18,30-Mar-20,1.1,Windows,,Tool,
S0162,Komplex,[Komplex](https://attack.mitre.org/software/S0162) is a backdoor that has been used by [APT28](https://attack.mitre.org/groups/G0007) on OS X and appears to be developed in a similar manner to [XAgentOSX](https://attack.mitre.org/software/S0161) (Citation: XAgentOSX 2017) (Citation: Sofacy Komplex Trojan).,https://attack.mitre.org/software/S0162,14-Dec-17,30-Mar-20,1.1,macOS,,Malware,
S0236,Kwampirs,[Kwampirs](https://attack.mitre.org/software/S0236) is a backdoor Trojan used by [Orangeworm](https://attack.mitre.org/groups/G0071). It has been found on machines which had software installed for the use and control of high-tech imaging devices such as X-Ray and MRI machines. (Citation: Symantec Orangeworm April 2018),https://attack.mitre.org/software/S0236,17-Oct-18,18-Mar-20,1.1,Windows,,Malware,"Elger Vinicius S. Rodrigues, @elgervinicius, CYBINT Centre"
S0042,LOWBALL,[LOWBALL](https://attack.mitre.org/software/S0042) is malware used by [admin@338](https://attack.mitre.org/groups/G0018). It was used in August 2015 in email messages targeting Hong Kong-based media organizations. (Citation: FireEye admin@338),https://attack.mitre.org/software/S0042,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0349,LaZagne,"[LaZagne](https://attack.mitre.org/software/S0349) is a post-exploitation, open-source tool used to recover stored passwords on a system. It has modules for Windows, Linux, and OSX, but is mainly focused on Windows systems. [LaZagne](https://attack.mitre.org/software/S0349) is publicly available on GitHub.(Citation: GitHub LaZagne Dec 2018)",https://attack.mitre.org/software/S0349,30-Jan-19,23-Nov-20,1.2,"Linux, Windows, macOS",,Tool,
S0395,LightNeuron,[LightNeuron](https://attack.mitre.org/software/S0395) is a sophisticated backdoor that has targeted Microsoft Exchange servers since at least 2014. [LightNeuron](https://attack.mitre.org/software/S0395) has been used by [Turla](https://attack.mitre.org/groups/G0010) to target diplomatic and foreign affairs-related organizations. The presence of certain strings in the malware suggests a Linux variant of [LightNeuron](https://attack.mitre.org/software/S0395) exists.(Citation: ESET LightNeuron May 2019),https://attack.mitre.org/software/S0395,28-Jun-19,30-Mar-20,1.1,"Linux, Windows",,Malware,
S0211,Linfo,[Linfo](https://attack.mitre.org/software/S0211) is a rootkit trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Linfo May 2012),https://attack.mitre.org/software/S0211,18-Apr-18,6-Jan-21,1.1,Windows,,Malware,
S0362,Linux Rabbit,"[Linux Rabbit](https://attack.mitre.org/software/S0362) is malware that targeted Linux servers and IoT devices in a campaign lasting from August to October 2018. It shares code with another strain of malware known as Rabbot. The goal of the campaign was to install cryptocurrency miners onto the targeted servers and devices.(Citation: Anomali Linux Rabbit 2018)
",https://attack.mitre.org/software/S0362,4-Mar-19,22-Dec-20,1.2,Linux,,Malware,
S0397,LoJax,[LoJax](https://attack.mitre.org/software/S0397) is a UEFI rootkit used by [APT28](https://attack.mitre.org/groups/G0007) to persist remote access software on targeted systems.(Citation: ESET LoJax Sept 2018),https://attack.mitre.org/software/S0397,2-Jul-19,30-Mar-20,1.1,Windows,,Malware,"Jean-Ian Boutin, ESET"
S0372,LockerGoga,[LockerGoga](https://attack.mitre.org/software/S0372) is ransomware that has been tied to various attacks on European companies. It was first reported upon in January 2019.(Citation: Unit42 LockerGoga 2019)(Citation: CarbonBlack LockerGoga 2019),https://attack.mitre.org/software/S0372,16-Apr-19,20-Mar-20,1.3,Windows,,Malware,
S0447,Lokibot,[Lokibot](https://attack.mitre.org/software/S0447) is a malware designed to collect credentials and security tokens from an infected machine. [Lokibot](https://attack.mitre.org/software/S0447) has also been used to establish backdoors in enterprise environments.(Citation: Infoblox Lokibot January 2019)(Citation: Morphisec Lokibot April 2020),https://attack.mitre.org/software/S0447,14-May-20,18-May-20,1,Windows,,Malware,
S0582,LookBack,[LookBack](https://attack.mitre.org/software/S0582) is a remote access trojan written in C++ that was used against at least three US utility companies in July 2019. The TALONITE activity group has been observed using [LookBack](https://attack.mitre.org/software/S0582).(Citation: Proofpoint LookBack Malware Aug 2019)(Citation: Dragos TALONITE)(Citation: Dragos Threat Report 2020),https://attack.mitre.org/software/S0582,1-Mar-21,26-Apr-21,1,Windows,,Malware,
S0451,LoudMiner,[LoudMiner](https://attack.mitre.org/software/S0451) is a cryptocurrency miner which uses virtualization software to siphon system resources. The miner has been bundled with pirated copies of Virtual Studio Technology (VST) for Windows and macOS.(Citation: ESET LoudMiner June 2019),https://attack.mitre.org/software/S0451,18-May-20,1-Sep-20,1.1,"Windows, macOS",,Malware,
S0121,Lslsass,[Lslsass](https://attack.mitre.org/software/S0121) is a publicly-available tool that can dump active logon session password hashes from the lsass process. (Citation: Mandiant APT1),https://attack.mitre.org/software/S0121,31-May-17,30-Mar-20,1.1,Windows,,Tool,
S0532,Lucifer,[Lucifer](https://attack.mitre.org/software/S0532) is a crypto miner and DDoS hybrid malware that leverages well-known exploits to spread laterally on Windows platforms.(Citation: Unit 42 Lucifer June 2020),https://attack.mitre.org/software/S0532,16-Nov-20,17-Mar-21,1,Windows,,Malware,"Daniyal Naeem, BT Security"
S0010,Lurid,"[Lurid](https://attack.mitre.org/software/S0010) is a malware family that has been used by several groups, including [PittyTiger](https://attack.mitre.org/groups/G0011), in targeted attacks as far back as 2006. (Citation: Villeneuve 2014) (Citation: Villeneuve 2011)",https://attack.mitre.org/software/S0010,31-May-17,31-Mar-20,1.1,Windows,Enfal,Malware,
S0500,MCMD,[MCMD](https://attack.mitre.org/software/S0500) is a remote access tool that provides remote command shell capability used by [Dragonfly 2.0](https://attack.mitre.org/groups/G0074).(Citation: Secureworks MCMD July 2019),https://attack.mitre.org/software/S0500,13-Aug-20,20-Aug-20,1,Windows,,Tool,
S0443,MESSAGETAP,"[MESSAGETAP](https://attack.mitre.org/software/S0443) is a data mining malware family deployed by [APT41](https://attack.mitre.org/groups/G0096) into telecommunications networks to monitor and save SMS traffic from specific phone numbers, IMSI numbers, or that contain specific keywords. (Citation: FireEye MESSAGETAP October 2019)",https://attack.mitre.org/software/S0443,11-May-20,24-Jun-20,1,Linux,,Malware,
S0233,MURKYTOP,[MURKYTOP](https://attack.mitre.org/software/S0233) is a reconnaissance tool used by [Leviathan](https://attack.mitre.org/groups/G0065). (Citation: FireEye Periscope March 2018),https://attack.mitre.org/software/S0233,18-Apr-18,30-Mar-20,1.1,Windows,,Malware,
S0282,MacSpy,[MacSpy](https://attack.mitre.org/software/S0282) is a malware-as-a-service offered on the darkweb  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0282,17-Oct-18,30-Mar-20,1.1,macOS,,Malware,
S0409,Machete,[Machete](https://attack.mitre.org/software/S0409) is a cyber espionage toolset used by [Machete](https://attack.mitre.org/groups/G0095). It is a Python-based backdoor targeting Windows machines that was first observed in 2010.(Citation: ESET Machete July 2019)(Citation: Securelist Machete Aug 2014)(Citation: 360 Machete Sep 2020),https://attack.mitre.org/software/S0409,13-Sep-19,12-Apr-21,2,Windows,Pyark,Malware,"Matias Nicolas Porolli, ESET"
S0413,MailSniper,"MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used by a non-administrative user to search their own email, or by an Exchange administrator to search the mailboxes of every user in a domain.(Citation: GitHub MailSniper)",https://attack.mitre.org/software/S0413,5-Oct-19,30-Mar-20,1.1,"Azure AD, Office 365, Windows",,Tool,
